Contig	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_106_length_4446_cov_15.217212_MEMO127|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Braconidae	Cotesia	Cotesia chilonis
NODE_107_length_1111_cov_3.354932_NEMO31|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_107_length_1124_cov_2.948424_NEMO-NC1|full	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	unclassified
NODE_107_length_1148_cov_6.112979_MEMO076-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_107_length_1163_cov_12.428177_MEMO031|full	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	unclassified	Nudiviridae sp.
NODE_107_length_1195_cov_2.422182_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_107_length_1263_cov_6.757167_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_107_length_1408_cov_4.897070_NEMO-NC2|full	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	unclassified	unclassified	Sphingobacteriales bacterium
NODE_107_length_1431_cov_8.097489_MEMO111|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_107_length_1439_cov_2.862702_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_107_length_1592_cov_13.601320_MEMO112|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_107_length_1595_cov_5.957839_MEMO054|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_107_length_1736_cov_3.424352_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_107_length_4439_cov_20.964237_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_108_length_1021_cov_3.012712_NEMO-NC4|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_108_length_1047_cov_3.724742_NEMO36|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_108_length_1123_cov_2.888145_NEMO-NC1|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_108_length_1147_cov_1.580374_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_108_length_1191_cov_11.931777_MEMO141|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc garlicum
NODE_108_length_1408_cov_3.792637_NEMO-NC2|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_108_length_1437_cov_2.225735_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_108_length_1586_cov_20.455931_MEMO112|full	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	unclassified	unclassified
NODE_108_length_1734_cov_4.790585_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_108_length_1960_cov_8.883165_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	unclassified
NODE_108_length_4395_cov_12.853404_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_109_length_1073_cov_1.574297_MEMO102|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_109_length_1102_cov_7.068293_NEMO31|full	Eukaryota	Microsporidia	unclassified	unclassified	unclassified	Dictyocoela	Dictyocoela muelleri
NODE_109_length_1122_cov_1.976077_NEMO-NC1|full	Archaea	Candidatus Bathyarchaeota	unclassified	unclassified	unclassified	unclassified	Candidatus Bathyarchaeota archaeon
NODE_109_length_1394_cov_4.332574_MEMO113|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	unclassified	unclassified
NODE_109_length_1407_cov_7.133083_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_109_length_1424_cov_3.048998_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex quinquefasciatus
NODE_109_length_1434_cov_1.866618_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_109_length_1577_cov_22.116667_MEMO112|full	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NODE_109_length_1732_cov_5.548640_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_109_length_1952_cov_7.073600_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_109_length_4360_cov_18.739201_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_11_length_1085_cov_2.484127_MEMO074|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	unclassified
NODE_11_length_1156_cov_31.479147_MEMO091|full	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma theileri
NODE_11_length_1295_cov_2.318555_MEMO115|10-percent	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_11_length_1306_cov_1.733116_MEMO009-NC|full	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium sp. HMSC056E09
NODE_11_length_1448_cov_40.721371_NEMO51|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_1453_cov_3.363372_MEMO017|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	bacteria symbiont BFo1 of Frankliniella occidentalis
NODE_11_length_1483_cov_3.392603_NEMO21|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_11_length_1523_cov_1.986169_MEMO023|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_11_length_1524_cov_2.993780_NEMO24|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_11_length_15771_cov_23.773926_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_11_length_1638_cov_1.812300_NEMO53|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_11_length_1678_cov_2.033104_MEMO046-NC|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Patescibacteria group bacterium
NODE_11_length_1715_cov_519.374237_NEMO25|full	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Reoviridae	Orbivirus	Orbivirus sp.
NODE_11_length_1744_cov_7.059988_MEMO057|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_11_length_1793_cov_5.446970_MEMO051|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_11_length_1864_cov_1.438165_NEMO-NC4|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_1874_cov_4.027824_MEMO076-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_1939_cov_5.116004_MEMO083|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_11_length_2081_cov_8.403194_NEMO-NC1|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_2292_cov_4.279007_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_11_length_2377_cov_24.936087_NEMO31|full	Eukaryota	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_2738_cov_5.432544_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_11_length_2924_cov_321.855638_MEMO011|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Thelebolus microsporus totivirus 1
NODE_11_length_2950_cov_6.472329_NEMO-NC3|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_11_length_3105_cov_4.913144_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_11_length_4614_cov_39.283668_MEMO031|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_11_length_4866_cov_9.148883_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia toletana
NODE_11_length_4963_cov_3.747237_MEMO071|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Budviciaceae	Jinshanibacter	Jinshanibacter zhutongyuii
NODE_110_length_1118_cov_1.628242_NEMO-NC1|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp.
NODE_110_length_1139_cov_6.377589_MEMO076-NC|full	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	Bacteroidales bacterium
NODE_110_length_1405_cov_3.570030_NEMO-NC2|full	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Gammaproteobacteria bacterium
NODE_110_length_1422_cov_3.053532_MEMO111|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes aegypti
NODE_110_length_1432_cov_2.540221_NEMO-NC3|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_110_length_1719_cov_6.841048_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_110_length_1945_cov_4.747859_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_110_length_4260_cov_23.067894_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_111_length_1019_cov_1.891720_NEMO-NC4|full	Bacteria	Candidatus Yonathbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Yonathbacteria bacterium
NODE_111_length_1041_cov_8.652490_NEMO36|full	Eukaryota	Basidiomycota	Agaricomycetes	unclassified	unclassified	unclassified	unclassified
NODE_111_length_1094_cov_15.391347_NEMO31|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_111_length_1116_cov_1.314726_NEMO-NC1|full	Bacteria	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Alphaproteobacteria bacterium
NODE_111_length_1139_cov_1.190207_MEMO076-NC|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	unclassified	unclassified	uncultured Caudovirales phage
NODE_111_length_1179_cov_2.799456_MEMO141|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Pseudomonas phage OBP
NODE_111_length_1242_cov_1.679828_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_111_length_1315_cov_3.302908_MEMO055|full	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Algoriella	Algoriella xinjiangensis
NODE_111_length_1393_cov_2.476444_MEMO113|full	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aedes aegypti To virus 2
NODE_111_length_1404_cov_4.782216_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_111_length_1411_cov_10.460270_MEMO111|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_111_length_1576_cov_10.664443_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_111_length_1719_cov_3.251523_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_111_length_1940_cov_5.105207_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica
NODE_112_length_1115_cov_2.143545_NEMO-NC1|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_112_length_1127_cov_2.500952_MEMO031|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex molestus
NODE_112_length_1172_cov_2.610959_MEMO141|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	unclassified
NODE_112_length_1403_cov_5.318250_NEMO-NC2|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	unclassified	unclassified
NODE_112_length_1572_cov_23.722408_MEMO112|full	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Tetraodon	Tetraodon nigroviridis
NODE_112_length_1719_cov_2.096224_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_112_length_1931_cov_4.822006_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_112_length_4172_cov_29.288645_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_113_length_1014_cov_1.783351_NEMO-NC4|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	Patescibacteria group bacterium
NODE_113_length_1028_cov_5.627760_NEMO36|full	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Uromyces totivirus D
NODE_113_length_1114_cov_2.710704_NEMO-NC1|full	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_113_length_1169_cov_8.573260_MEMO141|full	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Claviceps	Claviceps purpurea
NODE_113_length_1234_cov_1.471046_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_113_length_1398_cov_3.894020_NEMO-NC2|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp.
NODE_113_length_1427_cov_5.814074_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_113_length_1717_cov_4.548171_MEMO033|full	Eukaryota	Nematoda	Enoplea	Trichinellida	Trichuridae	Trichuris	Trichuris trichiura
NODE_113_length_1918_cov_3.545356_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_113_length_4129_cov_56.109576_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Culex quinquefasciatus
NODE_114_length_1080_cov_6.789631_NEMO31|full	Eukaryota	Zoopagomycota	Entomophthoromycetes	Entomophthorales	Entomophthoraceae	Entomophthora	Entomophthora muscae
NODE_114_length_1114_cov_2.173578_NEMO-NC1|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_114_length_1169_cov_3.923077_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	unclassified
NODE_114_length_1284_cov_6.403480_MEMO116|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex pipiens
NODE_114_length_1397_cov_2.712879_NEMO-NC2|full	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_114_length_1425_cov_5.232938_NEMO-NC3|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified	unclassified
NODE_114_length_1571_cov_4.522088_MEMO112|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_114_length_1709_cov_3.136642_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	unclassified	unclassified
NODE_114_length_1915_cov_5.973341_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_114_length_3869_cov_7.461762_MEMO108|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_114_length_4106_cov_22.759742_MEMO127|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_115_length_1007_cov_4.400000_NEMO-NC4|full	Bacteria	Candidatus Taylorbacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Taylorbacteria bacterium RIFCSPHIGHO2_01_FULL_45_63
NODE_115_length_1015_cov_7.618337_NEMO36|full	Eukaryota	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum	Thalictrum thalictroides
NODE_115_length_1080_cov_4.081755_NEMO31|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_115_length_1109_cov_3.456395_NEMO-NC1|full	Bacteria	Candidatus Saccharibacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Saccharibacteria bacterium
NODE_115_length_1124_cov_9.074499_MEMO076-NC|full	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_115_length_1155_cov_8.436920_MEMO141|full	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	unclassified	Aeromonas phage CF8
NODE_115_length_1424_cov_3.887899_NEMO-NC3|full	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum
NODE_115_length_1704_cov_3.549478_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia aphidicola
NODE_115_length_1915_cov_4.815016_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified	unclassified
NODE_116_length_1106_cov_2.208941_NEMO-NC1|full	Bacteria	Spirochaetes	unclassified	unclassified	unclassified	unclassified	Spirochaetes bacterium
NODE_116_length_1147_cov_6.800000_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_116_length_1371_cov_2.142968_NEMO-NC2|full	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium testaceum
NODE_116_length_1421_cov_4.600446_NEMO-NC3|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp. OV174
NODE_116_length_1702_cov_2.198154_MEMO033|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea Psp39-30
NODE_116_length_1912_cov_11.568392_MEMO048|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	unclassified
NODE_116_length_2997_cov_8.302397_MEMO024|full	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	unclassified
NODE_116_length_3914_cov_7.461559_MEMO129|full	Eukaryota	Arthropoda	Insecta	Phasmatodea	Timematidae	Timema	Timema poppensis
NODE_117_length_1004_cov_1.795038_NEMO-NC4|full	Bacteria	Candidatus Nomurabacteria	unclassified	unclassified	unclassified	unclassified	Candidatus Nomurabacteria bacterium
NODE_117_length_1046_cov_20.778122_MEMO102|full	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
NODE_117_length_1123_cov_2.519120_MEMO076-NC|full	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified	Aquabacterium	Aquabacterium sp.
NODE_117_length_1141_cov_4.675752_MEMO141|full	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
NODE_117_length_1211_cov_3.552910_MEMO115|full	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes albopictus
NODE_117_length_1369_cov_4.963622_NEMO-NC2|full	Bacteria	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	Nostoc linckia
