Contig	taxID	Avg. % identity
NODE_1029_length_798_cov_5.990291_MEMO048|full	91347	94.94
NODE_102_length_1015_cov_1.487207_MEMO025|full	518105	98.2
NODE_102_length_1037_cov_2.064583_NEMO-NC4|full	2100421	34.2
NODE_102_length_1072_cov_6.955779_NEMO36|full	46969	41
NODE_102_length_1139_cov_6.189266_NEMO-NC1|full	2052150	39.7
NODE_102_length_1161_cov_6.091328_MEMO076-NC|full	2020875	48.2
NODE_102_length_1433_cov_7.283186_NEMO-NC2|full	2100421	45.6
NODE_102_length_1450_cov_2.473416_NEMO-NC3|full	2052153	77.2
NODE_102_length_1750_cov_3.142259_MEMO033|full	1903409	99.8
NODE_102_length_1997_cov_5.534375_MEMO048|full	573	99
NODE_102_length_2499_cov_4.653592_MEMO050|full	2640676	94.65
NODE_102_length_4469_cov_8.242942_MEMO129|full	329647	99.8
NODE_102_length_4644_cov_23.026275_MEMO127|full	953	100
NODE_102_length_536_cov_2.246187_MEMO114-NC|full	976	65.05
NODE_102_length_556_cov_1.064718_MEMO017|full	55211	98.9
NODE_102_length_571_cov_1.376518_MEMO028|full	42434	81
NODE_102_length_591_cov_1.498054_MEMO034|full	336804	73.9
NODE_102_length_595_cov_1.169884_MEMO080|full	7159	57.7
NODE_102_length_601_cov_0.839695_NEMO31|10-percent	2759	501.913.043.478.261
NODE_102_length_624_cov_3.224863_MEMO140|full	2640676	99.2
NODE_102_length_625_cov_0.899635_MEMO020-NC|full	1794810	51.7
NODE_102_length_632_cov_1.387387_MEMO150-NC|full	9527	58.4
NODE_102_length_731_cov_5.336391_MEMO132|full	7176	65.2
NODE_102_length_736_cov_2.053111_NEMO13|full	518105	96.4
NODE_102_length_775_cov_1.477077_MEMO057|full	7176	100
NODE_102_length_994_cov_5.577972_MEMO118|full	143950	31.5
NODE_1030_length_512_cov_2.335632_NEMO15|full	43817	437.333.333.333.333
NODE_1030_length_541_cov_2.676724_MEMO023|full	7160	68.2
NODE_1030_length_565_cov_2.858607_MEMO025|full	312017	67.9
NODE_1030_length_574_cov_1.593561_MEMO128|full	2545798	99.5
NODE_1030_length_650_cov_1.404887_MEMO076-NC|full	224471	70.52
NODE_1030_length_674_cov_1.695142_MEMO113|full	1206794	64.05
NODE_1030_length_695_cov_1.119741_MEMO111|full	42434	45.1
NODE_1030_length_769_cov_2.830925_NEMO-NC2|full	1	57.6
NODE_1030_length_784_cov_2.035361_MEMO112|full	42434	59
NODE_1030_length_787_cov_2.974648_MEMO033|full	91347	97.6
NODE_1030_length_836_cov_2.582345_NEMO-NC3|full	543	99.904
NODE_1031_length_512_cov_2.036782_NEMO15|full	42434	96.4
NODE_1031_length_527_cov_1.315556_MEMO102|full	42434	40.04
NODE_1031_length_534_cov_2.579869_MEMO009-NC|full	31957	99.372
NODE_1031_length_541_cov_2.368534_MEMO023|full	42434	87.9
NODE_1031_length_557_cov_1.662500_MEMO046-NC|full	286	95.2
NODE_1031_length_565_cov_2.411885_MEMO025|full	312017	55.2
NODE_1031_length_568_cov_1.120163_MEMO133|full	33340	46.025
NODE_1031_length_576_cov_1.605210_NEMO-NC4|full	469	996.347.826.086.957
NODE_1031_length_597_cov_1.871154_NEMO-NC1|full	1869227	44
NODE_1031_length_649_cov_3.480769_MEMO076-NC|full	1	43.95
NODE_1031_length_663_cov_91.616041_MEMO116|full	1314	47.9
NODE_1031_length_784_cov_1.854314_MEMO112|full	42155	53.7
NODE_1031_length_786_cov_3.634697_MEMO033|full	246167	78.2
NODE_1031_length_798_cov_2.972261_MEMO048|full	1903409	995.333.333.333.333
NODE_1031_length_836_cov_1.822134_NEMO-NC3|full	721885	93.2
NODE_1032_length_534_cov_2.264770_MEMO009-NC|full	1783234	79.4
NODE_1032_length_557_cov_1.504167_MEMO046-NC|full	2732013	45.6
NODE_1032_length_574_cov_1.275654_MEMO128|full	158483	99.75
NODE_1032_length_649_cov_3.445804_MEMO076-NC|full	2202144	33.6
NODE_1032_length_674_cov_0.889447_MEMO113|full	7160	54.7
NODE_1032_length_769_cov_1.576590_NEMO-NC2|full	1889775	90
NODE_1032_length_798_cov_2.583911_MEMO048|full	1903409	99.75
NODE_1033_length_534_cov_1.809628_MEMO009-NC|full	374	99.15
NODE_1033_length_541_cov_2.221983_MEMO023|full	518105	42.7
NODE_1033_length_565_cov_2.034836_MEMO025|full	312017	65.2
NODE_1033_length_576_cov_1.426854_NEMO-NC4|full	1802299	69.5
NODE_1033_length_649_cov_2.375874_MEMO076-NC|full	1783273	838.625
NODE_1033_length_663_cov_3.102389_MEMO116|full	7176	44.2
NODE_1033_length_769_cov_0.890173_NEMO-NC2|full	1503055	56
NODE_1033_length_784_cov_1.572843_MEMO112|full	7160	672.666.666.666.667
NODE_1033_length_786_cov_2.304654_MEMO033|full	573	85.8
NODE_1033_length_797_cov_3.116667_MEMO048|full	1903409	988.333.333.333.333
NODE_1033_length_835_cov_17.602902_NEMO-NC3|full	1239	66.2
NODE_1034_length_513_cov_2.043578_NEMO21|full	43817	79.4
NODE_1034_length_516_cov_0.997722_MEMO054|full	7176	74.4
NODE_1034_length_519_cov_3.466063_NEMO53|full	518105	989.333.333.333.333
NODE_1034_length_534_cov_1.684902_MEMO009-NC|full	1834038	42.4
NODE_1034_length_541_cov_2.118534_MEMO023|full	7176	71.35
NODE_1034_length_569_cov_1.430894_MEMO143|full	7176	77.1
NODE_1034_length_573_cov_0.925403_MEMO128|full	158483	99.075
NODE_1034_length_595_cov_1.027027_MEMO050|full	91347	99.5
NODE_1034_length_596_cov_2.040462_NEMO-NC1|full	2692843	28.4
NODE_1034_length_649_cov_2.103147_MEMO076-NC|full	2736285	46
NODE_1034_length_693_cov_2.019481_MEMO111|full	42434	56
NODE_1034_length_786_cov_1.939351_MEMO033|full	1903409	99.2
NODE_1034_length_835_cov_6.532982_NEMO-NC3|full	95818	32.4
NODE_1035_length_505_cov_0.969626_MEMO134|full	7176	69.2
NODE_1035_length_516_cov_0.906606_MEMO054|full	42434	97.8
NODE_1035_length_534_cov_1.417943_MEMO009-NC|full	1973894	33.3
NODE_1035_length_546_cov_1.556503_NEMO03|full	7157	959.571.428.571.428
NODE_1035_length_556_cov_2.227557_MEMO046-NC|full	1794811	638.666.666.666.667
NODE_1035_length_565_cov_1.081967_MEMO025|full	1206794	95.8
NODE_1035_length_576_cov_1.256513_NEMO-NC4|full	2100421	41.9
NODE_1035_length_582_cov_7.502970_NEMO32|full	34485	32.25
NODE_1035_length_596_cov_1.776493_NEMO-NC1|full	1335746	49.2
NODE_1035_length_693_cov_1.748377_MEMO111|full	7165	42.8
NODE_1035_length_768_cov_4.370478_NEMO-NC2|full	1760	62.27
NODE_1035_length_786_cov_1.461213_MEMO033|full	51655	51.3
NODE_1035_length_795_cov_4.082173_MEMO048|full	1903409	100
NODE_1035_length_835_cov_5.183377_NEMO-NC3|full	721885	78.9
NODE_1036_length_534_cov_1.382932_MEMO009-NC|full	1224	99.512
NODE_1036_length_564_cov_2.308008_MEMO025|full	312017	80.7
NODE_1036_length_596_cov_1.776493_NEMO-NC1|full	670386	27.2
NODE_1036_length_649_cov_1.924825_MEMO076-NC|full	1895827	52.35
NODE_1036_length_663_cov_0.537543_MEMO116|full	7160	557.333.333.333.333
NODE_1036_length_785_cov_2.799435_MEMO033|full	68334	974.666.666.666.667
NODE_1036_length_794_cov_9.172943_MEMO048|full	91347	95.495.652.173.913
NODE_1036_length_835_cov_3.506596_NEMO-NC3|full	1313	56.4
NODE_1037_length_504_cov_0.730679_MEMO118|full	7160	79.6
NODE_1037_length_519_cov_2.656109_NEMO53|full	518105	612.333.333.333.333
NODE_1037_length_522_cov_2.510112_MEMO149|full	53335	991.571.428.571.429
NODE_1037_length_526_cov_1.409800_MEMO102|full	518105	743.421.052.631.579
NODE_1037_length_556_cov_1.966597_MEMO046-NC|full	1747	994.571.428.571.428
NODE_1037_length_564_cov_2.057495_MEMO025|full	312017	58.8
NODE_1037_length_572_cov_2.307071_MEMO128|full	7176	43.45
NODE_1037_length_649_cov_1.818182_MEMO076-NC|full	1977087	58.9
NODE_1037_length_673_cov_0.714765_MEMO113|full	518105	47.58
NODE_1037_length_693_cov_1.058442_MEMO111|full	42434	53.7
NODE_1037_length_783_cov_1.594901_MEMO112|full	7160	48.3
NODE_1037_length_785_cov_2.199153_MEMO033|full	644651	94.8
NODE_1037_length_835_cov_2.639842_NEMO-NC3|full	721885	76.5
NODE_1038_length_513_cov_1.720183_NEMO21|full	7176	34.4
NODE_1038_length_522_cov_1.105618_MEMO149|full	53335	992.666.666.666.667
NODE_1038_length_533_cov_0.938596_NEMO31|full	7157	963.428.571.428.571
NODE_1038_length_534_cov_1.094092_MEMO009-NC|full	2100421	27.3
NODE_1038_length_564_cov_1.776181_MEMO025|full	312017	72.7
NODE_1038_length_622_cov_1.961468_MEMO115|full	7160	79.4
NODE_1038_length_767_cov_4.330435_NEMO-NC2|full	2801477	52.8
NODE_1038_length_783_cov_1.583569_MEMO112|full	7160	55.4
NODE_1038_length_785_cov_1.772599_MEMO033|full	68334	100
NODE_1038_length_835_cov_2.127968_NEMO-NC3|full	2	998.833.333.333.333
NODE_1039_length_503_cov_1.697183_MEMO134|full	747676	95.6
NODE_1039_length_522_cov_1.067416_MEMO149|full	553	987.136.363.636.364
NODE_1039_length_534_cov_1.039387_MEMO009-NC|full	2653165	98.7
NODE_1039_length_546_cov_0.923241_NEMO03|full	953	86.3
NODE_1039_length_564_cov_1.390144_MEMO025|full	312017	66.7
NODE_1039_length_567_cov_1.565306_MEMO133|full	91347	857.666.666.666.667
NODE_1039_length_575_cov_3.630522_NEMO-NC4|full	263067	78.8
NODE_1039_length_581_cov_1.130952_NEMO16|full	42434	92.4
NODE_1039_length_593_cov_4.193798_MEMO050|full	47879	54.8
NODE_1039_length_648_cov_4.924694_MEMO076-NC|full	1802701	68.7
NODE_1039_length_662_cov_2.393162_MEMO116|full	518105	43
NODE_1039_length_672_cov_2.425210_MEMO113|full	7160	73.7
NODE_1039_length_767_cov_4.165217_NEMO-NC2|full	2100421	36.9
NODE_1039_length_783_cov_1.001416_MEMO112|full	7160	59.6
NODE_1039_length_785_cov_1.169492_MEMO033|full	91347	99.125
NODE_1039_length_794_cov_2.588563_MEMO048|full	1903409	95.1
NODE_103_length_1003_cov_4.679266_MEMO011|full	34485	28.1
NODE_103_length_1126_cov_11.371783_NEMO31|full	2759	281.266.666.666.667
NODE_103_length_1159_cov_2.426063_MEMO076-NC|full	2591644	45.2
NODE_103_length_1326_cov_3.724875_MEMO116|full	7159	73.5
NODE_103_length_1432_cov_31.160148_NEMO-NC2|full	1280	98.5
NODE_103_length_1449_cov_3.145044_NEMO-NC3|full	2	99.928
NODE_103_length_1627_cov_3.227097_MEMO112|full	7176	55.8
NODE_103_length_1747_cov_3.169461_MEMO033|full	573	98.8
NODE_103_length_1808_cov_21.402080_NEMO33|full	2640676	99.4
NODE_103_length_4468_cov_12.502619_MEMO129|full	42157	80.4
NODE_103_length_4539_cov_19.080681_MEMO127|full	1402163	100
NODE_103_length_508_cov_0.997680_MEMO094|full	7176	82.4
NODE_103_length_515_cov_2.109589_MEMO136|full	7176	90
NODE_103_length_516_cov_1.339408_NEMO-NC2|10-percent	1945577	40.2
NODE_103_length_535_cov_2.670306_MEMO114-NC|full	9526	684.666.666.666.667
NODE_103_length_555_cov_1.535565_MEMO017|full	1903409	99.3
NODE_103_length_559_cov_0.748963_MEMO115|10-percent	53541	69.2
NODE_103_length_586_cov_1.555992_NEMO17|full	7176	66.7
NODE_103_length_589_cov_0.964844_MEMO034|full	7176	78.9
NODE_103_length_589_cov_2.705078_NEMO52|full	7176	75.7
NODE_103_length_678_cov_9.940100_MEMO042|full	7176	75.35
NODE_103_length_692_cov_1.868293_MEMO056|full	33074	86.7
NODE_103_length_718_cov_1.049922_MEMO089|full	42434	100
NODE_103_length_735_cov_2.366261_MEMO040|full	7176	53.5
NODE_103_length_859_cov_3.113811_NEMO21|full	42434	36.9
NODE_103_length_882_cov_1.903106_NEMO23|full	7160	69.7
NODE_1040_length_521_cov_3.425676_MEMO149|full	53335	98.152
NODE_1040_length_526_cov_0.719376_MEMO102|full	7160	88.4
NODE_1040_length_533_cov_3.489035_MEMO009-NC|full	286	997.428.571.428.571
NODE_1040_length_555_cov_2.029289_MEMO087|full	518105	94.2
NODE_1040_length_556_cov_1.450939_MEMO046-NC|full	1913988	40.2
NODE_1040_length_564_cov_1.188912_MEMO025|full	7148	995.545.454.545.454
NODE_1040_length_567_cov_1.044898_NEMO33|full	42434	58.5
NODE_1040_length_572_cov_1.270707_MEMO128|full	91347	98.21
NODE_1040_length_575_cov_2.761044_NEMO-NC4|full	2052180	98.6
NODE_1040_length_595_cov_1.604247_NEMO-NC1|full	2724178	99.5
NODE_1040_length_648_cov_3.809107_MEMO076-NC|full	2053306	57
NODE_1040_length_662_cov_2.005128_MEMO116|full	7160	75.9
NODE_1040_length_672_cov_2.176471_MEMO113|full	518105	64.6
NODE_1040_length_767_cov_1.314493_NEMO-NC2|full	1915061	98.4
NODE_1040_length_784_cov_3.022631_MEMO033|full	1903409	97.1
NODE_1040_length_794_cov_2.539749_MEMO048|full	91347	98.25
NODE_1040_length_835_cov_1.319261_NEMO-NC3|full	1794811	67.3
NODE_1041_length_503_cov_1.107981_MEMO134|full	1903409	960.571.428.571.429
NODE_1041_length_595_cov_1.208494_NEMO-NC1|full	1794811	53.8
NODE_1041_length_672_cov_2.136134_MEMO113|full	42434	45.2
NODE_1041_length_766_cov_4.433962_NEMO-NC2|full	1485682	43.1
NODE_1041_length_784_cov_2.198020_MEMO033|full	1903409	97
NODE_1041_length_834_cov_1.500661_NEMO-NC3|full	13687	99.2
NODE_1042_length_514_cov_1.446224_MEMO054|full	42434	71.8
NODE_1042_length_518_cov_0.916100_MEMO071|full	7176	66
NODE_1042_length_567_cov_1.046939_MEMO133|full	42434	85.5
NODE_1042_length_580_cov_2.558648_NEMO16|full	518105	76.75
NODE_1042_length_595_cov_1.191120_NEMO-NC1|full	1224	87.7
NODE_1042_length_648_cov_1.877408_MEMO076-NC|full	1898104	84.6
NODE_1042_length_662_cov_0.851282_MEMO116|full	7160	88.4
NODE_1042_length_672_cov_1.791597_MEMO113|full	518105	593.142.857.142.857
NODE_1042_length_692_cov_2.004878_MEMO111|full	7160	73.9
NODE_1042_length_766_cov_3.994194_NEMO-NC2|full	1	36.95
NODE_1042_length_784_cov_1.794908_MEMO033|full	1903409	87
NODE_1043_length_532_cov_1.116484_NEMO31|full	34485	50
NODE_1043_length_540_cov_2.568035_MEMO023|full	42434	80.4
NODE_1043_length_581_cov_1.490079_NEMO32|full	42434	43.8
NODE_1043_length_591_cov_1.451362_MEMO050|full	42434	63.6
NODE_1043_length_595_cov_0.884170_NEMO-NC1|full	635003	30.6
NODE_1043_length_621_cov_1.897059_MEMO115|full	7157	938.818.181.818.182
NODE_1043_length_647_cov_4.685965_MEMO076-NC|full	1802300	61.9
NODE_1043_length_661_cov_3.145548_MEMO116|full	7160	73.2
NODE_1043_length_672_cov_1.583193_MEMO113|full	7160	51.8
NODE_1043_length_784_cov_1.690240_MEMO033|full	1903409	926.333.333.333.333
NODE_1043_length_833_cov_2.716931_NEMO-NC3|full	543	99.784
NODE_1044_length_502_cov_1.731765_MEMO134|full	1236	99.19
NODE_1044_length_517_cov_1.850000_MEMO024|full	43817	58.4
NODE_1044_length_521_cov_1.247748_MEMO149|full	706191	92.7
NODE_1044_length_533_cov_1.486842_MEMO009-NC|full	1313	37.8
NODE_1044_length_575_cov_1.606426_NEMO-NC4|full	2014784	73.3
NODE_1044_length_581_cov_1.478175_NEMO32|full	7176	88.3
NODE_1044_length_595_cov_0.677606_NEMO-NC1|full	2057741	100
NODE_1044_length_621_cov_0.943015_MEMO115|full	7147	66.7
NODE_1044_length_647_cov_4.619298_MEMO076-NC|full	1794811	35.7
NODE_1044_length_672_cov_1.048739_MEMO113|full	7160	51.8
NODE_1044_length_766_cov_2.965167_NEMO-NC2|full	2052153	57
NODE_1044_length_784_cov_1.363508_MEMO033|full	91347	98.8
NODE_1044_length_792_cov_1.448951_MEMO048|full	91347	99.5
NODE_1044_length_833_cov_2.182540_NEMO-NC3|full	543	100
NODE_1045_length_503_cov_0.657277_MEMO118|full	42434	63.4
NODE_1045_length_517_cov_1.288636_MEMO071|full	518105	37.4
NODE_1045_length_518_cov_1.698413_NEMO53|full	7176	100
NODE_1045_length_521_cov_0.745495_MEMO149|full	53335	97.556
NODE_1045_length_533_cov_1.447368_MEMO009-NC|full	1	571.714.285.714.286
NODE_1045_length_540_cov_2.138229_MEMO023|full	42434	69.8
NODE_1045_length_555_cov_2.397490_MEMO046-NC|full	544	98.2
NODE_1045_length_563_cov_3.738683_MEMO025|full	312017	41.2
NODE_1045_length_575_cov_1.443775_NEMO-NC4|full	131567	98.9
NODE_1045_length_581_cov_1.190476_NEMO32|full	7176	57.5
NODE_1045_length_671_cov_2.956229_MEMO113|full	33392	53.95
NODE_1045_length_766_cov_2.785196_NEMO-NC2|full	237258	97.8
NODE_1045_length_781_cov_3.106534_MEMO112|full	7160	59.6
NODE_1045_length_783_cov_4.443343_MEMO033|full	68334	100
NODE_1045_length_791_cov_7.207283_MEMO048|full	91347	99.325
NODE_1045_length_832_cov_6.125828_NEMO-NC3|full	721885	80.6
NODE_1046_length_533_cov_1.276316_MEMO009-NC|full	1224	69.2
NODE_1046_length_563_cov_3.718107_MEMO025|full	312017	81.8
NODE_1046_length_570_cov_2.227181_MEMO128|full	2608351	98.4
NODE_1046_length_574_cov_3.786720_NEMO-NC4|full	336983	88.9
NODE_1046_length_591_cov_0.910506_MEMO050|full	33074	98.1
NODE_1046_length_594_cov_1.938104_NEMO-NC1|full	1970418	56.4
NODE_1046_length_661_cov_1.443493_MEMO116|full	7160	51.9
NODE_1046_length_691_cov_1.480456_MEMO111|full	7160	49.5
NODE_1046_length_766_cov_2.489115_NEMO-NC2|full	2806730	49.7
NODE_1046_length_781_cov_2.960227_MEMO112|full	518105	46.05
NODE_1046_length_783_cov_3.733711_MEMO033|full	1903409	99.4
NODE_1047_length_525_cov_0.560268_MEMO102|full	7160	44.9
NODE_1047_length_532_cov_0.679121_NEMO31|full	34485	35.7
NODE_1047_length_533_cov_1.052632_MEMO009-NC|full	663959	91.3
NODE_1047_length_555_cov_2.271967_MEMO046-NC|full	512030	54.8
NODE_1047_length_563_cov_3.335391_MEMO025|full	312017	81.8
NODE_1047_length_567_cov_1.759184_MEMO143|full	7176	66.5
NODE_1047_length_570_cov_0.795132_MEMO128|full	158483	98.4
NODE_1047_length_647_cov_1.496491_MEMO076-NC|full	1752729	52
NODE_1047_length_783_cov_2.722380_MEMO033|full	1903409	994.666.666.666.667
NODE_1047_length_790_cov_5.555400_MEMO048|full	91347	95.875
NODE_1047_length_832_cov_2.769536_NEMO-NC3|full	543	99.456
NODE_1048_length_511_cov_0.972350_NEMO15|full	7160	38.42
NODE_1048_length_521_cov_1.256757_MEMO055|full	7176	75.8
NODE_1048_length_539_cov_1.896104_MEMO023|full	7160	45.5
NODE_1048_length_554_cov_2.312369_MEMO087|full	7176	37.7
NODE_1048_length_563_cov_3.168724_MEMO025|full	31277	50.5
NODE_1048_length_567_cov_1.712245_MEMO143|full	7176	68.1
NODE_1048_length_593_cov_4.267442_NEMO-NC1|full	815	42.075
NODE_1048_length_660_cov_2.262436_MEMO116|full	518105	60.3
NODE_1048_length_765_cov_6.713663_NEMO-NC2|full	1224	60.9
NODE_1048_length_783_cov_2.674221_MEMO033|full	91347	992.666.666.666.667
NODE_1048_length_790_cov_1.476858_MEMO048|full	1903409	99.15
NODE_1048_length_832_cov_2.186755_NEMO-NC3|full	721885	78.8
NODE_1049_length_532_cov_3.978022_MEMO009-NC|full	2	40.6
NODE_1049_length_555_cov_1.675732_MEMO046-NC|full	2015799	73.7
NODE_1049_length_563_cov_3.053498_MEMO025|full	312017	87
NODE_1049_length_569_cov_2.796748_MEMO128|full	749535	77.2
NODE_1049_length_574_cov_1.279678_NEMO-NC4|full	356	987.684.210.526.316
NODE_1049_length_620_cov_2.257827_MEMO115|full	7159	75.4
NODE_1049_length_660_cov_1.389365_MEMO116|full	7160	63.6
NODE_1049_length_671_cov_1.149832_MEMO113|full	42434	52.3
NODE_1049_length_690_cov_2.641109_MEMO111|full	7160	67.6
NODE_1049_length_789_cov_5.212079_MEMO048|full	91347	96.15
NODE_1049_length_832_cov_1.731126_NEMO-NC3|full	2	62.61
NODE_104_length_1032_cov_7.996859_NEMO-NC4|full	2302938	76.7
NODE_104_length_1126_cov_2.928503_NEMO31|full	4751	52.695
NODE_104_length_1138_cov_2.068803_NEMO-NC1|full	1	64.775
NODE_104_length_1157_cov_4.436111_MEMO076-NC|full	714549	75
NODE_104_length_1254_cov_4.310960_MEMO141|full	562	66.7
NODE_104_length_1415_cov_1.886398_NEMO-NC2|full	33012	47
NODE_104_length_1417_cov_4.065672_MEMO113|full	139649	55.6
NODE_104_length_1445_cov_1.924708_MEMO111|full	7176	57.4
NODE_104_length_1447_cov_4.994891_NEMO-NC3|full	131567	37.8
NODE_104_length_1744_cov_3.304139_MEMO033|full	1903409	99.775
NODE_104_length_1987_cov_2.655497_MEMO048|full	1903409	99.6
NODE_104_length_4412_cov_11.133103_MEMO129|full	953	100
NODE_104_length_4514_cov_40.041019_MEMO127|full	263437	100
NODE_104_length_505_cov_2.142523_MEMO094|full	7176	100
NODE_104_length_510_cov_0.879908_NEMO12|full	518105	63.9
NODE_104_length_514_cov_1.459954_MEMO136|full	518105	30.9
NODE_104_length_531_cov_1.114537_MEMO007|full	2762511	34.3
NODE_104_length_535_cov_2.240175_MEMO114-NC|full	1898104	39.7
NODE_104_length_570_cov_3.034483_MEMO028|full	7176	51.8
NODE_104_length_629_cov_4.250000_MEMO150-NC|full	765068	100
NODE_104_length_663_cov_2.058020_MEMO078|full	7176	53.4
NODE_104_length_687_cov_1.183607_MEMO045|full	7176	85.2
NODE_104_length_691_cov_1.667752_MEMO056|full	33074	89.4
NODE_104_length_728_cov_2.207373_MEMO132|full	7176	67.6
NODE_104_length_735_cov_1.214286_MEMO040|full	43817	972.857.142.857.143
NODE_104_length_858_cov_1.349552_NEMO21|full	518105	95.6
NODE_104_length_864_cov_1.656925_MEMO009-NC|full	9678	60.3
NODE_104_length_897_cov_3.363415_MEMO105|full	646526	28
NODE_104_length_934_cov_1.535589_MEMO046-NC|full	2052139	66.9
NODE_104_length_986_cov_3.167217_NEMO20|full	42192	31.45
NODE_104_length_992_cov_1.333333_MEMO118|full	7160	46.75
NODE_1050_length_524_cov_1.583893_MEMO102|full	1206794	52.45
NODE_1050_length_539_cov_1.443723_MEMO023|full	7176	75
NODE_1050_length_554_cov_1.150943_MEMO087|full	518105	64.9
NODE_1050_length_555_cov_1.654812_MEMO046-NC|full	1869212	91.3
NODE_1050_length_563_cov_3.002058_MEMO025|full	312017	43.1
NODE_1050_length_568_cov_1.295316_MEMO128|full	158483	99.75
NODE_1050_length_574_cov_1.241449_NEMO-NC4|full	89966	61.5
NODE_1050_length_620_cov_1.198895_MEMO115|full	42155	67.6
NODE_1050_length_660_cov_1.262436_MEMO116|full	43817	584.142.857.142.857
NODE_1050_length_765_cov_2.652616_NEMO-NC2|full	2030827	26.9
NODE_1050_length_782_cov_3.997163_MEMO033|full	573	100
NODE_1050_length_789_cov_3.953652_MEMO048|full	551	96.25
NODE_1050_length_831_cov_5.511936_NEMO-NC3|full	543	99.88
NODE_1051_length_501_cov_1.429245_MEMO134|full	91347	97.6
NODE_1051_length_518_cov_2.793651_MEMO149|full	53335	99.68
NODE_1051_length_532_cov_1.951648_MEMO009-NC|full	286	951.666.666.666.667
NODE_1051_length_539_cov_1.313853_MEMO023|full	7176	66.1
NODE_1051_length_555_cov_1.594142_MEMO046-NC|full	286	394.142.857.142.857
